date,season,RecNo,batting team,batter,non_striker,bowler,ball no,over no,runs_off_bat,extras_off_ball,legbyes,wides,byes,noballs,total_off_ball,innings total,wickets_fallen,player_out,dismissal,fielder_involved,fielder_in,fielder_out,reason,player_role,review_by,umpire_at_review,batter_at_review,review_decision,umpires_call,non_boundary
2014-03-23,2013/14,14a1,New Zealand,SW Bates,FL Mackay,RM Farrell,1,1,0.0,0.0,,,,,0.0,0.0,0,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,SW Bates,FL Mackay,RM Farrell,2,1,0.0,0.0,,,,,0.0,0.0,0,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,SW Bates,FL Mackay,RM Farrell,3,1,0.0,0.0,,,,,0.0,0.0,0,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,SW Bates,FL Mackay,RM Farrell,4,1,4.0,0.0,,,,,4.0,4.0,0,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,SW Bates,FL Mackay,RM Farrell,5,1,0.0,0.0,,,,,0.0,4.0,0,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,SW Bates,FL Mackay,RM Farrell,6,1,1.0,0.0,,,,,1.0,5.0,0,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,SW Bates,FL Mackay,JL Jonassen,1,2,0.0,0.0,,,,,0.0,5.0,1,SW Bates,lbw,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,SJ McGlashan,FL Mackay,JL Jonassen,2,2,4.0,0.0,,,,,4.0,9.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,SJ McGlashan,FL Mackay,JL Jonassen,3,2,0.0,0.0,,,,,0.0,9.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,SJ McGlashan,FL Mackay,JL Jonassen,4,2,0.0,0.0,,,,,0.0,9.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,SJ McGlashan,FL Mackay,JL Jonassen,5,2,0.0,0.0,,,,,0.0,9.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,SJ McGlashan,FL Mackay,JL Jonassen,6,2,0.0,0.0,,,,,0.0,9.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,SJ McGlashan,HL Ferling,1,3,0.0,0.0,,,,,0.0,9.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,SJ McGlashan,HL Ferling,2,3,1.0,0.0,,,,,1.0,10.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,SJ McGlashan,FL Mackay,HL Ferling,3,3,2.0,0.0,,,,,2.0,12.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,SJ McGlashan,FL Mackay,HL Ferling,4,3,4.0,0.0,,,,,4.0,16.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,SJ McGlashan,FL Mackay,HL Ferling,5,3,4.0,0.0,,,,,4.0,20.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,SJ McGlashan,FL Mackay,HL Ferling,6,3,0.0,0.0,,,,,0.0,20.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,SJ McGlashan,JL Jonassen,1,4,0.0,0.0,,,,,0.0,20.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,SJ McGlashan,JL Jonassen,2,4,0.0,0.0,,,,,0.0,20.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,SJ McGlashan,JL Jonassen,3,4,0.0,1.0,,1.0,,,1.0,21.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,SJ McGlashan,JL Jonassen,4,4,4.0,0.0,,,,,4.0,25.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,SJ McGlashan,JL Jonassen,5,4,1.0,0.0,,,,,1.0,26.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,SJ McGlashan,FL Mackay,JL Jonassen,6,4,0.0,0.0,,,,,0.0,26.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,SJ McGlashan,FL Mackay,JL Jonassen,7,4,1.0,0.0,,,,,1.0,27.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,SJ McGlashan,FL Mackay,SJ Coyte,1,5,0.0,0.0,,,,,0.0,27.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,SJ McGlashan,FL Mackay,SJ Coyte,2,5,0.0,0.0,,,,,0.0,27.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,SJ McGlashan,FL Mackay,SJ Coyte,3,5,0.0,0.0,,,,,0.0,27.0,2,SJ McGlashan,lbw,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,SJ Coyte,4,5,0.0,0.0,,,,,0.0,27.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,SJ Coyte,5,5,1.0,0.0,,,,,1.0,28.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,KT Perkins,SJ Coyte,6,5,0.0,0.0,,,,,0.0,28.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,RM Farrell,1,6,4.0,0.0,,,,,4.0,32.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,RM Farrell,2,6,0.0,0.0,,,,,0.0,32.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,RM Farrell,3,6,0.0,0.0,,,,,0.0,32.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,RM Farrell,4,6,1.0,0.0,,,,,1.0,33.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,KT Perkins,RM Farrell,5,6,2.0,0.0,,,,,2.0,35.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,KT Perkins,RM Farrell,6,6,0.0,0.0,,,,,0.0,35.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,SJ Coyte,1,7,1.0,0.0,,,,,1.0,36.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,KT Perkins,SJ Coyte,2,7,1.0,0.0,,,,,1.0,37.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,SJ Coyte,3,7,0.0,0.0,,,,,0.0,37.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,SJ Coyte,4,7,0.0,0.0,,,,,0.0,37.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,SJ Coyte,5,7,1.0,0.0,,,,,1.0,38.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,KT Perkins,SJ Coyte,6,7,0.0,0.0,,,,,0.0,38.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,EA Perry,1,8,1.0,0.0,,,,,1.0,39.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,KT Perkins,EA Perry,2,8,1.0,0.0,,,,,1.0,40.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,EA Perry,3,8,0.0,0.0,,,,,0.0,40.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,EA Perry,4,8,0.0,0.0,,,,,0.0,40.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,EA Perry,5,8,1.0,0.0,,,,,1.0,41.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,KT Perkins,EA Perry,6,8,1.0,0.0,,,,,1.0,42.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,KT Perkins,EA Osborne,1,9,1.0,0.0,,,,,1.0,43.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,EA Osborne,2,9,0.0,0.0,,,,,0.0,43.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,EA Osborne,3,9,2.0,0.0,,,,,2.0,45.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,EA Osborne,4,9,1.0,0.0,,,,,1.0,46.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,KT Perkins,EA Osborne,5,9,0.0,0.0,,,,,0.0,46.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,KT Perkins,EA Osborne,6,9,0.0,0.0,,,,,0.0,46.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,EA Perry,1,10,0.0,0.0,,,,,0.0,46.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,EA Perry,2,10,0.0,1.0,,1.0,,,1.0,47.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,EA Perry,3,10,4.0,0.0,,,,,4.0,51.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,EA Perry,4,10,1.0,0.0,,,,,1.0,52.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,KT Perkins,EA Perry,5,10,4.0,0.0,,,,,4.0,56.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,KT Perkins,EA Perry,6,10,1.0,0.0,,,,,1.0,57.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,EA Perry,7,10,0.0,0.0,,,,,0.0,57.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,KT Perkins,EA Osborne,1,11,1.0,0.0,,,,,1.0,58.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,EA Osborne,2,11,4.0,0.0,,,,,4.0,62.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,EA Osborne,3,11,1.0,0.0,,,,,1.0,63.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,KT Perkins,EA Osborne,4,11,1.0,0.0,,,,,1.0,64.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,EA Osborne,5,11,0.0,0.0,,,,,0.0,64.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,EA Osborne,6,11,1.0,0.0,,,,,1.0,65.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,JL Jonassen,1,12,1.0,0.0,,,,,1.0,66.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,KT Perkins,JL Jonassen,2,12,4.0,0.0,,,,,4.0,70.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,KT Perkins,JL Jonassen,3,12,1.0,0.0,,,,,1.0,71.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,JL Jonassen,4,12,0.0,0.0,,,,,0.0,71.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,FL Mackay,JL Jonassen,5,12,1.0,0.0,,,,,1.0,72.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,KT Perkins,JL Jonassen,6,12,1.0,0.0,,,,,1.0,73.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,FL Mackay,KT Perkins,SJ Coyte,1,13,0.0,0.0,,,,,0.0,73.0,3,FL Mackay,lbw,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,RH Priest,KT Perkins,SJ Coyte,2,13,0.0,0.0,,,,,0.0,73.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,RH Priest,KT Perkins,SJ Coyte,3,13,0.0,0.0,,,,,0.0,73.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,RH Priest,KT Perkins,SJ Coyte,4,13,0.0,0.0,,,,,0.0,73.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,RH Priest,KT Perkins,SJ Coyte,5,13,0.0,0.0,,,,,0.0,73.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,RH Priest,KT Perkins,SJ Coyte,6,13,4.0,0.0,,,,,4.0,77.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,RH Priest,JL Jonassen,1,14,0.0,0.0,,,,,0.0,77.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,RH Priest,JL Jonassen,2,14,1.0,0.0,,,,,1.0,78.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,RH Priest,KT Perkins,JL Jonassen,3,14,1.0,0.0,,,,,1.0,79.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,RH Priest,JL Jonassen,4,14,1.0,0.0,,,,,1.0,80.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,RH Priest,KT Perkins,JL Jonassen,5,14,0.0,0.0,,,,,0.0,80.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,RH Priest,KT Perkins,JL Jonassen,6,14,0.0,0.0,,,,,0.0,80.0,4,RH Priest,caught,EA Osborne,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,NJ Browne,KT Perkins,EA Osborne,1,15,0.0,0.0,,,,,0.0,80.0,4,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,NJ Browne,KT Perkins,EA Osborne,2,15,1.0,0.0,,,,,1.0,81.0,4,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,NJ Browne,EA Osborne,3,15,1.0,0.0,,,,,1.0,82.0,4,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,NJ Browne,KT Perkins,EA Osborne,4,15,1.0,0.0,,,,,1.0,83.0,4,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,NJ Browne,EA Osborne,5,15,1.0,0.0,,,,,1.0,84.0,4,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,NJ Browne,KT Perkins,EA Osborne,6,15,1.0,0.0,,,,,1.0,85.0,4,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,NJ Browne,KT Perkins,EA Perry,1,16,0.0,0.0,,,,,0.0,85.0,4,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,NJ Browne,KT Perkins,EA Perry,2,16,1.0,0.0,,,,,1.0,86.0,4,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,NJ Browne,EA Perry,3,16,1.0,0.0,,,,,1.0,87.0,4,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,NJ Browne,KT Perkins,EA Perry,4,16,0.0,0.0,,,,,0.0,87.0,4,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,NJ Browne,KT Perkins,EA Perry,5,16,1.0,0.0,,,,,1.0,88.0,4,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,NJ Browne,EA Perry,6,16,0.0,0.0,,,,,0.0,88.0,4,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,NJ Browne,KT Perkins,RM Farrell,1,17,1.0,0.0,,,,,1.0,89.0,4,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KT Perkins,NJ Browne,RM Farrell,2,17,0.0,0.0,,,,,0.0,89.0,5,KT Perkins,lbw,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KJ Martin,NJ Browne,RM Farrell,3,17,0.0,0.0,,,,,0.0,89.0,5,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KJ Martin,NJ Browne,RM Farrell,4,17,1.0,0.0,,,,,1.0,90.0,5,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,NJ Browne,KJ Martin,RM Farrell,5,17,0.0,0.0,,,,,0.0,90.0,5,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,NJ Browne,KJ Martin,RM Farrell,6,17,4.0,0.0,,,,,4.0,94.0,5,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KJ Martin,NJ Browne,EA Osborne,1,18,1.0,0.0,,,,,1.0,95.0,5,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,NJ Browne,KJ Martin,EA Osborne,2,18,4.0,0.0,,,,,4.0,99.0,5,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,NJ Browne,KJ Martin,EA Osborne,3,18,6.0,0.0,,,,,6.0,105.0,5,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,NJ Browne,KJ Martin,EA Osborne,4,18,1.0,0.0,,,,,1.0,106.0,5,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KJ Martin,NJ Browne,EA Osborne,5,18,1.0,0.0,,,,,1.0,107.0,5,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,NJ Browne,KJ Martin,EA Osborne,6,18,2.0,0.0,,,,,2.0,109.0,5,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KJ Martin,NJ Browne,RM Farrell,1,19,1.0,0.0,,,,,1.0,110.0,5,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,NJ Browne,KJ Martin,RM Farrell,2,19,1.0,0.0,,,,,1.0,111.0,5,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KJ Martin,NJ Browne,RM Farrell,3,19,4.0,0.0,,,,,4.0,115.0,5,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KJ Martin,NJ Browne,RM Farrell,4,19,1.0,0.0,,,,,1.0,116.0,5,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,NJ Browne,KJ Martin,RM Farrell,5,19,1.0,0.0,,,,,1.0,117.0,5,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KJ Martin,NJ Browne,RM Farrell,6,19,4.0,0.0,,,,,4.0,121.0,5,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,NJ Browne,KJ Martin,EA Perry,1,20,4.0,0.0,,,,,4.0,125.0,5,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,NJ Browne,KJ Martin,EA Perry,2,20,0.0,0.0,,,,,0.0,125.0,6,NJ Browne,bowled,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,ML Green,KJ Martin,EA Perry,3,20,1.0,0.0,,,,,1.0,126.0,6,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KJ Martin,ML Green,EA Perry,4,20,1.0,0.0,,,,,1.0,127.0,7,ML Green,run out,AJ Blackwell,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KJ Martin,HNK Jensen,EA Perry,5,20,0.0,0.0,,,,,0.0,127.0,7,,,,,,,,,,,,,
2014-03-23,2013/14,14a1,New Zealand,KJ Martin,HNK Jensen,EA Perry,6,20,1.0,0.0,,,,,1.0,128.0,8,KJ Martin,run out,AJ Blackwell,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,EJ Villani,AJ Healy,MJG Nielsen,1,1,1.0,0.0,,,,,1.0,1.0,0,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,EJ Villani,MJG Nielsen,2,1,0.0,0.0,,,,,0.0,1.0,0,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,EJ Villani,MJG Nielsen,3,1,0.0,0.0,,,,,0.0,1.0,0,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,EJ Villani,MJG Nielsen,4,1,0.0,0.0,,,,,0.0,1.0,0,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,EJ Villani,MJG Nielsen,5,1,0.0,0.0,,,,,0.0,1.0,0,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,EJ Villani,MJG Nielsen,6,1,0.0,0.0,,,,,0.0,1.0,0,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,EJ Villani,AJ Healy,HR Huddleston,1,2,0.0,0.0,,,,,0.0,1.0,1,EJ Villani,bowled,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,MM Lanning,AJ Healy,HR Huddleston,2,2,1.0,0.0,,,,,1.0,2.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,MM Lanning,HR Huddleston,3,2,0.0,0.0,,,,,0.0,2.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,MM Lanning,HR Huddleston,4,2,0.0,0.0,,,,,0.0,2.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,MM Lanning,HR Huddleston,5,2,4.0,0.0,,,,,4.0,6.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,MM Lanning,HR Huddleston,6,2,0.0,1.0,,1.0,,,1.0,7.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,MM Lanning,HR Huddleston,7,2,2.0,0.0,,,,,2.0,9.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,MM Lanning,AJ Healy,MJG Nielsen,1,3,1.0,0.0,,,,,1.0,10.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,MM Lanning,MJG Nielsen,2,3,0.0,0.0,,,,,0.0,10.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,MM Lanning,MJG Nielsen,3,3,1.0,0.0,,,,,1.0,11.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,MM Lanning,AJ Healy,MJG Nielsen,4,3,0.0,0.0,,,,,0.0,11.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,MM Lanning,AJ Healy,MJG Nielsen,5,3,0.0,0.0,,,,,0.0,11.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,MM Lanning,AJ Healy,MJG Nielsen,6,3,0.0,0.0,,,,,0.0,11.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,MM Lanning,HR Huddleston,1,4,0.0,0.0,,,,,0.0,11.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,MM Lanning,HR Huddleston,2,4,1.0,0.0,,,,,1.0,12.0,1,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,MM Lanning,AJ Healy,HR Huddleston,3,4,0.0,0.0,,,,,0.0,12.0,2,MM Lanning,caught,FL Mackay,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,JE Cameron,HR Huddleston,4,4,0.0,0.0,,,,,0.0,12.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,JE Cameron,HR Huddleston,5,4,1.0,0.0,,,,,1.0,13.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,JE Cameron,AJ Healy,HR Huddleston,6,4,0.0,0.0,,,,,0.0,13.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,JE Cameron,HNK Jensen,1,5,1.0,0.0,,,,,1.0,14.0,2,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,JE Cameron,AJ Healy,HNK Jensen,2,5,0.0,0.0,,,,,0.0,14.0,3,JE Cameron,caught,NJ Browne,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Blackwell,AJ Healy,HNK Jensen,3,5,0.0,0.0,,,,,0.0,14.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Blackwell,AJ Healy,HNK Jensen,4,5,1.0,0.0,,,,,1.0,15.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,AJ Blackwell,HNK Jensen,5,5,2.0,0.0,,,,,2.0,17.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,AJ Blackwell,HNK Jensen,6,5,1.0,0.0,,,,,1.0,18.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,AJ Blackwell,HR Huddleston,1,6,0.0,0.0,,,,,0.0,18.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,AJ Blackwell,HR Huddleston,2,6,2.0,0.0,,,,,2.0,20.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,AJ Blackwell,HR Huddleston,3,6,0.0,0.0,,,,,0.0,20.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,AJ Blackwell,HR Huddleston,4,6,2.0,0.0,,,,,2.0,22.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,AJ Blackwell,HR Huddleston,5,6,0.0,0.0,,,,,0.0,22.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,AJ Blackwell,HR Huddleston,6,6,0.0,0.0,,,,,0.0,22.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Blackwell,AJ Healy,HNK Jensen,1,7,1.0,0.0,,,,,1.0,23.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,AJ Blackwell,HNK Jensen,2,7,1.0,0.0,,,,,1.0,24.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Blackwell,AJ Healy,HNK Jensen,3,7,1.0,0.0,,,,,1.0,25.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,AJ Blackwell,HNK Jensen,4,7,4.0,0.0,,,,,4.0,29.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,AJ Blackwell,HNK Jensen,5,7,1.0,0.0,,,,,1.0,30.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Blackwell,AJ Healy,HNK Jensen,6,7,0.0,0.0,,,,,0.0,30.0,3,,,,,,,,,,,,,
2014-03-23,2013/14,14b1,Australia,AJ Healy,AJ Blackwell,FL Mackay,1,8,2.0,0.0,,,,,2.0,32.0,3,,,,,,,,,,,,,
